Flight ID,Journey Date,Days Before Journey Date,Fare (Rupees),Fare (GBP)
776,20/01/2023,5,5901,59.01
777,20/01/2023,5,5167,51.67
778,20/01/2023,5,7875,78.75
779,27/01/2023,12,6658,66.58
780,27/01/2023,12,5167,51.67
781,27/01/2023,12,5167,51.67
782,27/01/2023,12,6658,66.58
783,03/02/2023,19,5901,59.01
784,03/02/2023,19,5167,51.67
785,03/02/2023,19,5901,59.01
786,03/02/2023,19,5167,51.67
787,10/02/2023,26,5901,59.01
788,10/02/2023,26,5167,51.67
789,10/02/2023,26,5901,59.01
790,10/02/2023,26,5167,51.67
791,17/02/2023,33,5901,59.01
792,17/02/2023,33,5901,59.01
793,24/02/2023,40,5901,59.01
794,24/02/2023,40,5901,59.01
795,03/03/2023,47,12541,125.41
796,03/03/2023,47,5167,51.67
797,20/01/2023,5,8178,81.78
798,20/01/2023,5,7285,72.85
799,27/01/2023,12,6737,67.37
800,27/01/2023,12,5988,59.88
801,03/02/2023,19,6737,67.37
802,03/02/2023,19,5238,52.38
803,10/02/2023,26,7529,75.29
804,10/02/2023,26,7002,70.02
805,17/02/2023,33,5238,52.38
806,17/02/2023,33,5238,52.38
807,24/02/2023,40,6737,67.37
808,24/02/2023,40,6737,67.37
809,03/03/2023,47,7772,77.72
810,03/03/2023,47,7597,75.97
811,20/01/2023,5,11977,119.77
812,20/01/2023,5,12817,128.17
813,27/01/2023,12,9209,92.09
814,27/01/2023,12,10048,100.48
815,27/01/2023,12,12043,120.43
816,20/01/2023,5,15300,153.0
817,03/02/2023,19,10170,101.7
818,17/02/2023,33,8203,82.03
819,24/02/2023,40,7807,78.07
820,03/03/2023,47,6149,61.49
821,20/01/2023,5,12906,129.06
822,20/01/2023,5,11541,115.41
823,27/01/2023,12,10911,109.11
824,27/01/2023,12,10911,109.11
825,27/01/2023,12,10911,109.11
826,03/02/2023,19,9546,95.46
827,03/02/2023,19,10071,100.71
828,03/02/2023,19,9546,95.46
829,20/01/2023,5,9819,98.19
830,27/01/2023,12,6830,68.3
831,03/02/2023,19,10182,101.82
832,20/01/2023,5,12044,120.44
833,20/01/2023,5,12044,120.44
834,20/01/2023,5,12044,120.44
835,27/01/2023,12,12359,123.59
836,27/01/2023,12,12359,123.59
837,27/01/2023,12,12359,123.59
838,27/01/2023,12,12044,120.44
839,27/01/2023,12,12044,120.44
840,10/02/2023,26,10890,108.9
841,10/02/2023,26,10470,104.7
842,10/02/2023,26,10050,100.5
843,10/02/2023,26,10050,100.5
844,17/02/2023,33,9840,98.4
845,24/02/2023,40,9840,98.4
846,24/02/2023,40,9840,98.4
847,03/03/2023,47,9840,98.4
848,03/03/2023,47,10260,102.6
849,03/03/2023,47,9840,98.4
850,03/03/2023,47,9840,98.4
851,03/03/2023,47,9840,98.4
852,20/01/2023,5,7319,73.19
853,27/01/2023,12,6498,64.98
854,27/01/2023,12,9069,90.69
855,03/02/2023,19,9069,90.69
856,10/02/2023,26,8895,88.95
857,17/02/2023,33,7704,77.04
858,24/02/2023,40,7704,77.04
859,03/03/2023,47,8895,88.95
860,27/01/2023,12,5291,52.91
861,27/01/2023,12,7846,78.46
862,27/01/2023,12,12311,123.11
863,27/01/2023,12,7846,78.46
864,27/01/2023,12,12311,123.11
865,03/02/2023,19,7846,78.46
866,03/02/2023,19,11206,112.06
867,10/02/2023,26,7846,78.46
868,10/02/2023,26,10945,109.45
869,17/02/2023,33,9685,96.85
870,24/02/2023,40,7933,79.33
871,03/03/2023,47,8841,88.41
872,16/01/2023,1,7875,78.75
873,16/01/2023,1,7184,71.84
874,16/01/2023,1,5901,59.01
875,16/01/2023,1,8866,88.66
876,23/01/2023,8,6658,66.58
877,23/01/2023,8,5167,51.67
878,23/01/2023,8,5167,51.67
879,23/01/2023,8,6658,66.58
880,30/01/2023,15,6658,66.58
881,30/01/2023,15,6658,66.58
882,30/01/2023,15,5167,51.67
883,30/01/2023,15,6658,66.58
884,06/02/2023,22,5901,59.01
885,06/02/2023,22,5167,51.67
886,06/02/2023,22,5167,51.67
887,06/02/2023,22,5167,51.67
888,13/02/2023,29,5901,59.01
889,13/02/2023,29,5167,51.67
890,20/02/2023,36,5901,59.01
891,20/02/2023,36,5167,51.67
892,27/02/2023,43,5901,59.01
893,27/02/2023,43,5167,51.67
894,06/03/2023,50,5901,59.01
895,06/03/2023,50,5167,51.67
896,16/01/2023,1,8986,89.86
897,16/01/2023,1,8986,89.86
898,23/01/2023,8,6737,67.37
899,23/01/2023,8,6737,67.37
900,23/01/2023,8,5238,52.38
901,30/01/2023,15,5988,59.88
902,30/01/2023,15,5988,59.88
903,06/02/2023,22,5988,59.88
904,06/02/2023,22,5988,59.88
905,13/02/2023,29,5238,52.38
906,13/02/2023,29,5238,52.38
907,20/02/2023,36,5238,52.38
908,20/02/2023,36,5238,52.38
909,27/02/2023,43,7487,74.87
910,27/02/2023,43,7487,74.87
911,06/03/2023,50,7212,72.12
912,06/03/2023,50,7212,72.12
913,16/01/2023,1,11729,117.29
914,16/01/2023,1,11729,117.29
915,16/01/2023,1,12354,123.54
916,23/01/2023,8,8999,89.99
917,23/01/2023,8,12359,123.59
918,30/01/2023,15,10183,101.83
919,30/01/2023,15,10183,101.83
920,30/01/2023,15,10889,108.89
921,23/01/2023,8,10539,105.39
922,30/01/2023,15,12007,120.07
923,06/02/2023,22,7807,78.07
924,13/02/2023,29,6804,68.04
925,20/02/2023,36,7807,78.07
926,27/02/2023,43,6804,68.04
927,06/03/2023,50,6804,68.04
928,16/01/2023,1,11751,117.51
929,16/01/2023,1,11751,117.51
930,23/01/2023,8,10911,109.11
931,23/01/2023,8,10911,109.11
932,23/01/2023,8,9546,95.46
933,30/01/2023,15,8895,88.95
934,30/01/2023,15,8895,88.95
935,16/01/2023,1,12447,124.47
936,23/01/2023,8,6830,68.3
937,30/01/2023,15,9868,98.68
938,23/01/2023,8,10921,109.21
939,16/01/2023,1,18765,187.65
940,16/01/2023,1,18765,187.65
941,16/01/2023,1,16665,166.65
942,16/01/2023,1,24015,240.15
943,16/01/2023,1,18765,187.65
944,23/01/2023,8,12044,120.44
945,23/01/2023,8,12044,120.44
946,23/01/2023,8,12359,123.59
947,23/01/2023,8,12044,120.44
948,23/01/2023,8,13304,133.04
949,30/01/2023,15,19248,192.48
950,30/01/2023,15,17988,179.88
951,30/01/2023,15,17831,178.31
952,30/01/2023,15,17568,175.68
953,30/01/2023,15,17831,178.31
954,06/02/2023,22,9840,98.4
955,06/02/2023,22,9840,98.4
956,06/02/2023,22,10103,101.03
957,06/02/2023,22,9840,98.4
958,06/02/2023,22,9840,98.4
959,13/02/2023,29,9840,98.4
960,13/02/2023,29,9840,98.4
961,13/02/2023,29,9840,98.4
962,13/02/2023,29,9840,98.4
963,20/02/2023,36,9840,98.4
964,20/02/2023,36,9840,98.4
965,20/02/2023,36,9840,98.4
966,27/02/2023,43,9840,98.4
967,27/02/2023,43,9840,98.4
968,06/03/2023,50,9840,98.4
969,06/03/2023,50,9840,98.4
970,06/03/2023,50,9840,98.4
971,06/03/2023,50,9840,98.4
972,06/03/2023,50,9840,98.4
973,16/01/2023,1,7319,73.19
974,23/01/2023,8,7319,73.19
975,30/01/2023,15,6012,60.12
976,16/01/2023,1,11205,112.05
977,23/01/2023,8,9909,99.09
978,30/01/2023,15,7704,77.04
979,06/02/2023,22,7704,77.04
980,13/02/2023,29,7704,77.04
981,20/02/2023,36,7704,77.04
982,27/02/2023,43,7704,77.04
983,06/03/2023,50,8895,88.95
984,16/01/2023,1,6872,68.72
985,16/01/2023,1,6872,68.72
986,16/01/2023,1,6872,68.72
987,23/01/2023,8,6375,63.75
988,23/01/2023,8,9761,97.61
989,23/01/2023,8,9910,99.1
990,23/01/2023,8,9761,97.61
991,23/01/2023,8,9910,99.1
992,30/01/2023,15,6375,63.75
993,30/01/2023,15,9179,91.79
994,30/01/2023,15,6375,63.75
995,06/02/2023,22,7846,78.46
996,06/02/2023,22,7933,79.33
997,13/02/2023,29,6375,63.75
998,20/02/2023,36,9910,99.1
999,27/02/2023,43,6375,63.75
1000,06/03/2023,50,6375,63.75
1001,21/01/2023,6,12286,122.86
1002,21/01/2023,6,5901,59.01
1003,21/01/2023,6,8605,86.05
1004,28/01/2023,13,8866,88.66
1005,28/01/2023,13,5901,59.01
1006,28/01/2023,13,8816,88.16
1007,28/01/2023,13,8866,88.66
1008,04/02/2023,20,5901,59.01
1009,04/02/2023,20,5167,51.67
1010,04/02/2023,20,5901,59.01
1011,04/02/2023,20,5167,51.67
1012,11/02/2023,27,5901,59.01
1013,11/02/2023,27,5901,59.01
1014,11/02/2023,27,5167,51.67
1015,11/02/2023,27,5901,59.01
1016,18/02/2023,34,6658,66.58
1017,18/02/2023,34,5167,51.67
1018,25/02/2023,41,8587,85.87
1019,25/02/2023,41,5167,51.67
1020,04/03/2023,48,5901,59.01
1021,04/03/2023,48,7208,72.08
1022,21/01/2023,6,7495,74.95
1023,21/01/2023,6,7495,74.95
1024,21/01/2023,6,5238,52.38
1025,28/01/2023,13,7235,72.35
1026,28/01/2023,13,6828,68.28
1027,04/02/2023,20,5238,52.38
1028,04/02/2023,20,5238,52.38
1029,11/02/2023,27,5238,52.38
1030,11/02/2023,27,5238,52.38
1031,18/02/2023,34,5238,52.38
1032,18/02/2023,34,5238,52.38
1033,18/02/2023,34,5238,52.38
1034,25/02/2023,41,5238,52.38
1035,25/02/2023,41,5238,52.38
1036,04/03/2023,48,8402,84.02
1037,04/03/2023,48,8635,86.35
1038,21/01/2023,6,12637,126.37
1039,28/01/2023,13,12007,120.07
1040,04/02/2023,20,8702,87.02
1041,11/02/2023,27,7807,78.07
1042,11/02/2023,27,6804,68.04
1043,18/02/2023,34,7807,78.07
1044,18/02/2023,34,6804,68.04
1045,25/02/2023,41,8702,87.02
1046,25/02/2023,41,7807,78.07
1047,04/03/2023,48,6804,68.04
1048,04/03/2023,48,6804,68.04
1049,21/01/2023,6,10386,103.86
1050,21/01/2023,6,11751,117.51
1051,21/01/2023,6,10386,103.86
1052,28/01/2023,13,10260,102.6
1053,28/01/2023,13,10260,102.6
1054,28/01/2023,13,10260,102.6
1055,04/02/2023,20,8895,88.95
1056,04/02/2023,20,9420,94.2
1057,21/01/2023,6,12211,122.11
1058,21/01/2023,6,10133,101.33
1059,28/01/2023,13,10364,103.64
1060,04/02/2023,20,10971,109.71
1061,21/01/2023,6,11866,118.66
1062,21/01/2023,6,12359,123.59
1063,21/01/2023,6,12359,123.59
1064,21/01/2023,6,12044,120.44
1065,28/01/2023,13,9840,98.4
1066,28/01/2023,13,10260,102.6
1067,28/01/2023,13,10260,102.6
1068,28/01/2023,13,11205,112.05
1069,28/01/2023,13,9840,98.4
1070,04/02/2023,20,9840,98.4
1071,04/02/2023,20,10260,102.6
1072,04/02/2023,20,10103,101.03
1073,04/02/2023,20,9840,98.4
1074,11/02/2023,27,9840,98.4
1075,11/02/2023,27,9840,98.4
1076,11/02/2023,27,9840,98.4
1077,11/02/2023,27,9840,98.4
1078,18/02/2023,34,9840,98.4
1079,18/02/2023,34,9840,98.4
1080,18/02/2023,34,9840,98.4
1081,18/02/2023,34,9840,98.4
1082,18/02/2023,34,9840,98.4
1083,25/02/2023,41,9840,98.4
1084,25/02/2023,41,9840,98.4
1085,25/02/2023,41,9840,98.4
1086,04/03/2023,48,9840,98.4
1087,04/03/2023,48,9840,98.4
1088,04/03/2023,48,9840,98.4
1089,04/03/2023,48,9840,98.4
1090,04/03/2023,48,9840,98.4
1091,28/01/2023,13,6498,64.98
1092,28/01/2023,13,9489,94.89
1093,04/02/2023,20,8649,86.49
1094,11/02/2023,27,8895,88.95
1095,18/02/2023,34,7704,77.04
1096,25/02/2023,41,7704,77.04
1097,21/01/2023,6,6872,68.72
1098,21/01/2023,6,11611,116.11
1099,21/01/2023,6,13151,131.51
1100,21/01/2023,6,11611,116.11
1101,21/01/2023,6,13151,131.51
1102,28/01/2023,13,5291,52.91
1103,28/01/2023,13,11805,118.05
1104,28/01/2023,13,15536,155.36
1105,28/01/2023,13,10965,109.65
1106,28/01/2023,13,14696,146.96
1107,04/02/2023,20,7846,78.46
1108,04/02/2023,20,8580,85.8
1109,11/02/2023,27,7846,78.46
1110,11/02/2023,27,8580,85.8
1111,18/02/2023,34,7933,79.33
1112,25/02/2023,41,7319,73.19
1113,04/03/2023,48,6375,63.75
1114,21/01/2023,6,16140,161.4
1115,22/01/2023,7,16234,162.34
1116,22/01/2023,7,7875,78.75
1117,22/01/2023,7,5901,59.01
1118,22/01/2023,7,14806,148.06
1119,29/01/2023,14,9959,99.59
1120,29/01/2023,14,11776,117.76
1121,29/01/2023,14,7976,79.76
1122,05/02/2023,21,5901,59.01
1123,05/02/2023,21,5167,51.67
1124,05/02/2023,21,5901,59.01
1125,05/02/2023,21,5167,51.67
1126,12/02/2023,28,5901,59.01
1127,12/02/2023,28,5901,59.01
1128,12/02/2023,28,5901,59.01
1129,12/02/2023,28,5901,59.01
1130,19/02/2023,35,7875,78.75
1131,19/02/2023,35,5167,51.67
1132,26/02/2023,42,11627,116.27
1133,26/02/2023,42,5167,51.67
1134,05/03/2023,49,13722,137.22
1135,05/03/2023,49,8606,86.06
1136,22/01/2023,7,7529,75.29
1137,29/01/2023,14,9055,90.55
1138,29/01/2023,14,9055,90.55
1139,05/02/2023,21,5238,52.38
1140,05/02/2023,21,5238,52.38
1141,12/02/2023,28,5238,52.38
1142,12/02/2023,28,5238,52.38
1143,19/02/2023,35,5238,52.38
1144,19/02/2023,35,5238,52.38
1145,26/02/2023,42,7487,74.87
1146,26/02/2023,42,8005,80.05
1147,05/03/2023,49,11237,112.37
1148,05/03/2023,49,11470,114.7
1149,22/01/2023,7,12354,123.54
1150,22/01/2023,7,15719,157.19
1151,29/01/2023,14,17932,179.32
1152,29/01/2023,14,17932,179.32
1153,29/01/2023,14,19499,194.99
1154,19/02/2023,35,8702,87.02
1155,20/02/2023,36,7656,76.56
1156,27/02/2023,43,6465,64.65
1157,27/02/2023,43,6465,64.65
1158,06/03/2023,50,8181,81.81
1159,06/03/2023,50,7656,76.56
1160,16/01/2023,1,17967,179.67
1161,23/01/2023,8,8272,82.72
1162,30/01/2023,15,20337,203.37
1163,06/02/2023,22,8272,82.72
1164,13/02/2023,29,7922,79.22
1165,16/01/2023,1,13410,134.1
1166,23/01/2023,8,12024,120.24
1167,30/01/2023,15,8244,82.44
1168,06/02/2023,22,9189,91.89
1169,06/02/2023,22,8297,82.97
1170,13/02/2023,29,8559,85.59
1171,20/02/2023,36,8297,82.97
1172,27/02/2023,43,8559,85.59
1173,27/02/2023,43,8297,82.97
1174,06/03/2023,50,8297,82.97
1175,23/01/2023,8,8895,88.95
1176,16/01/2023,1,14302,143.02
1177,30/01/2023,15,9437,94.37
1178,16/01/2023,1,11833,118.33
1179,30/01/2023,15,9215,92.15
1180,16/01/2023,1,22125,221.25
1181,16/01/2023,1,17925,179.25
1182,16/01/2023,1,10649,106.49
1183,16/01/2023,1,10649,106.49
1184,23/01/2023,8,10680,106.8
1185,23/01/2023,8,12045,120.45
1186,23/01/2023,8,10544,105.44
1187,23/01/2023,8,9704,97.04
1188,30/01/2023,15,8895,88.95
1189,30/01/2023,15,8895,88.95
1190,30/01/2023,15,10229,102.29
1191,30/01/2023,15,8895,88.95
1192,30/01/2023,15,8895,88.95
1193,30/01/2023,15,10229,102.29
1194,30/01/2023,15,10229,102.29
1195,06/02/2023,22,8895,88.95
1196,06/02/2023,22,8895,88.95
1197,06/02/2023,22,8045,80.45
1198,06/02/2023,22,8895,88.95
1199,06/02/2023,22,6942,69.42
1200,06/02/2023,22,6942,69.42
1201,13/02/2023,29,8895,88.95
1202,13/02/2023,29,7205,72.05
1203,13/02/2023,29,8895,88.95
1204,13/02/2023,29,6942,69.42
1205,13/02/2023,29,6942,69.42
1206,20/02/2023,36,8895,88.95
1207,20/02/2023,36,6942,69.42
1208,20/02/2023,36,8895,88.95
1209,20/02/2023,36,6942,69.42
1210,20/02/2023,36,6942,69.42
1211,27/02/2023,43,8895,88.95
1212,27/02/2023,43,6942,69.42
1213,27/02/2023,43,8895,88.95
1214,27/02/2023,43,6942,69.42
1215,27/02/2023,43,6942,69.42
1216,06/03/2023,50,8895,88.95
1217,06/03/2023,50,6942,69.42
1218,06/03/2023,50,8895,88.95
1219,06/03/2023,50,6942,69.42
1220,06/03/2023,50,6942,69.42
1221,06/02/2023,22,7627,76.27
1222,13/02/2023,29,8088,80.88
1223,20/02/2023,36,12345,123.45
1224,27/02/2023,43,7627,76.27
1225,06/03/2023,50,7784,77.84
1226,16/01/2023,1,14721,147.21
1227,23/01/2023,8,8267,82.67
1228,30/01/2023,15,8267,82.67
1229,06/02/2023,22,8267,82.67
1230,13/02/2023,29,8267,82.67
1231,20/02/2023,36,8267,82.67
1232,27/02/2023,43,8267,82.67
1233,06/03/2023,50,8835,88.35
1234,16/01/2023,1,28142,281.42
1235,16/01/2023,1,17369,173.69
1236,16/01/2023,1,17369,173.69
1237,30/01/2023,15,10680,106.8
1238,30/01/2023,15,9525,95.25
1239,06/02/2023,22,8685,86.85
1240,13/02/2023,29,9840,98.4
1241,20/02/2023,36,9840,98.4
1242,20/02/2023,36,10260,102.6
1243,20/02/2023,36,9840,98.4
1244,27/02/2023,43,9840,98.4
1245,27/02/2023,43,10260,102.6
1246,27/02/2023,43,10680,106.8
1247,06/03/2023,50,9840,98.4
1248,06/03/2023,50,9840,98.4
1249,06/03/2023,50,9840,98.4
1250,06/03/2023,50,8160,81.6
1251,06/03/2023,50,8160,81.6
1252,16/01/2023,1,15825,158.25
1253,16/01/2023,1,24855,248.55
1254,16/01/2023,1,15825,158.25
1255,16/01/2023,1,20655,206.55
1256,23/01/2023,8,14250,142.5
1257,23/01/2023,8,12255,122.55
1258,23/01/2023,8,13620,136.2
1259,23/01/2023,8,15825,158.25
1260,23/01/2023,8,14250,142.5
1261,30/01/2023,15,12885,128.85
1262,30/01/2023,15,13158,131.58
1263,30/01/2023,15,12255,122.55
1264,30/01/2023,15,12255,122.55
1265,30/01/2023,15,9210,92.1
1266,30/01/2023,15,12255,122.55
1267,30/01/2023,15,13830,138.3
1268,30/01/2023,15,12255,122.55
1269,06/02/2023,22,11694,116.94
1270,06/02/2023,22,12633,126.33
1271,06/02/2023,22,12255,122.55
1272,06/02/2023,22,12255,122.55
1273,06/02/2023,22,12633,126.33
1274,06/02/2023,22,12255,122.55
1275,13/02/2023,29,12885,128.85
1276,13/02/2023,29,13158,131.58
1277,13/02/2023,29,12255,122.55
1278,13/02/2023,29,9210,92.1
1279,13/02/2023,29,12255,122.55
1280,13/02/2023,29,13158,131.58
1281,13/02/2023,29,11694,116.94
1282,13/02/2023,29,12255,122.55
1283,20/02/2023,36,11520,115.2
1284,20/02/2023,36,12633,126.33
1285,20/02/2023,36,12255,122.55
1286,20/02/2023,36,9735,97.35
1287,20/02/2023,36,12255,122.55
1288,20/02/2023,36,12633,126.33
1289,20/02/2023,36,10329,103.29
1290,20/02/2023,36,12255,122.55
1291,27/02/2023,43,10329,103.29
1292,27/02/2023,43,12633,126.33
1293,27/02/2023,43,12255,122.55
1294,27/02/2023,43,9210,92.1
1295,27/02/2023,43,12255,122.55
1296,27/02/2023,43,12633,126.33
1297,27/02/2023,43,10329,103.29
1298,27/02/2023,43,12255,122.55
1299,06/03/2023,50,12045,120.45
1300,06/03/2023,50,12633,126.33
1301,06/03/2023,50,13620,136.2
1302,06/03/2023,50,9210,92.1
1303,06/03/2023,50,13620,136.2
1304,06/03/2023,50,12633,126.33
1305,06/03/2023,50,12045,120.45
1306,06/03/2023,50,13620,136.2
1307,23/01/2023,8,11425,114.25
1308,06/02/2023,22,8369,83.69
1309,13/02/2023,29,8474,84.74
1310,20/02/2023,36,8369,83.69
1311,27/02/2023,43,8369,83.69
1312,06/03/2023,50,8842,88.42
1313,16/01/2023,1,6567,65.67
1314,23/01/2023,8,6092,60.92
1315,30/01/2023,15,6510,65.1
1316,16/01/2023,1,12990,129.9
1317,16/01/2023,1,7194,71.94
1318,16/01/2023,1,7194,71.94
1319,16/01/2023,1,7940,79.4
1320,23/01/2023,8,7677,76.77
1321,23/01/2023,8,9909,99.09
1322,30/01/2023,15,8895,88.95
1323,30/01/2023,15,8895,88.95
1324,06/02/2023,22,7704,77.04
1325,13/02/2023,29,7704,77.04
1326,20/02/2023,36,8895,88.95
1327,27/02/2023,43,7704,77.04
1328,16/01/2023,1,18611,186.11
1329,23/01/2023,8,4950,49.5
1330,30/01/2023,15,7616,76.16
1331,06/02/2023,22,4592,45.92
1332,13/02/2023,29,4240,42.4
1333,16/01/2023,1,8100,81.0
1334,16/01/2023,1,22870,228.7
1335,23/01/2023,8,9848,98.48
1336,23/01/2023,8,7487,74.87
1337,30/01/2023,15,7619,76.19
1338,20/02/2023,36,8254,82.54
1339,27/02/2023,43,8232,82.32
1340,06/03/2023,50,8949,89.49
1341,30/01/2023,15,5871,58.71
1342,06/02/2023,22,6506,65.06
1343,13/02/2023,29,5351,53.51
1344,20/02/2023,36,4716,47.16
1345,27/02/2023,43,4102,41.02
1346,02/02/2023,18,5167,51.67
1347,02/02/2023,18,5901,59.01
1348,02/02/2023,18,5901,59.01
1349,02/02/2023,18,6658,66.58
1350,02/02/2023,18,5901,59.01
1351,02/02/2023,18,6658,66.58
1352,09/02/2023,25,5167,51.67
1353,09/02/2023,25,5167,51.67
1354,09/02/2023,25,5167,51.67
1355,09/02/2023,25,5901,59.01
1356,09/02/2023,25,5167,51.67
1357,09/02/2023,25,5901,59.01
1358,16/02/2023,32,5167,51.67
1359,16/02/2023,32,5901,59.01
1360,16/02/2023,32,5901,59.01
1361,16/02/2023,32,5901,59.01
1362,16/02/2023,32,5901,59.01
1363,16/02/2023,32,5901,59.01
1364,23/02/2023,39,5167,51.67
1365,23/02/2023,39,5901,59.01
1366,23/02/2023,39,5901,59.01
1367,23/02/2023,39,5901,59.01
1368,23/02/2023,39,5901,59.01
1369,23/02/2023,39,5901,59.01
1370,02/03/2023,46,5167,51.67
1371,02/03/2023,46,5901,59.01
1372,02/03/2023,46,5901,59.01
1373,02/03/2023,46,12331,123.31
1374,02/03/2023,46,5901,59.01
1375,02/03/2023,46,12331,123.31
1376,19/01/2023,4,12675,126.75
1377,19/01/2023,4,9002,90.02
1378,26/01/2023,11,14775,147.75
1379,26/01/2023,11,14775,147.75
1380,02/02/2023,18,8737,87.37
1381,09/02/2023,25,10837,108.37
1382,16/02/2023,32,9053,90.53
1383,23/02/2023,39,11783,117.83
1384,02/03/2023,46,7161,71.61
1385,19/01/2023,4,8986,89.86
1386,19/01/2023,4,5238,52.38
1387,19/01/2023,4,8986,89.86
1388,19/01/2023,4,18292,182.92
1389,19/01/2023,4,5238,52.38
1390,19/01/2023,4,10486,104.86
1391,26/01/2023,11,11519,115.19
1392,26/01/2023,11,7487,74.87
1393,26/01/2023,11,8237,82.37
1394,26/01/2023,11,12937,129.37
1395,26/01/2023,11,11985,119.85
1396,26/01/2023,11,10486,104.86
1397,02/02/2023,18,5238,52.38
1398,02/02/2023,18,5238,52.38
1399,02/02/2023,18,5238,52.38
1400,02/02/2023,18,5238,52.38
1401,02/02/2023,18,9736,97.36
1402,02/02/2023,18,8237,82.37
1403,09/02/2023,25,8334,83.34
1404,09/02/2023,25,5238,52.38
1405,09/02/2023,25,5238,52.38
1406,09/02/2023,25,5238,52.38
1407,09/02/2023,25,8999,89.99
1408,09/02/2023,25,5988,59.88
1409,16/02/2023,32,5988,59.88
1410,16/02/2023,32,5238,52.38
1411,16/02/2023,32,5238,52.38
1412,16/02/2023,32,5988,59.88
1413,16/02/2023,32,8986,89.86
1414,16/02/2023,32,8237,82.37
1415,23/02/2023,39,5238,52.38
1416,23/02/2023,39,5238,52.38
1417,23/02/2023,39,7487,74.87
1418,23/02/2023,39,9736,97.36
1419,23/02/2023,39,7099,70.99
1420,23/02/2023,39,5238,52.38
1421,02/03/2023,46,5238,52.38
1422,02/03/2023,46,5238,52.38
1423,02/03/2023,46,5238,52.38
1424,02/03/2023,46,5238,52.38
1425,02/03/2023,46,7099,70.99
1426,02/03/2023,46,5238,52.38
1427,19/01/2023,4,17282,172.82
1428,02/02/2023,18,7759,77.59
1429,09/02/2023,25,7749,77.49
1430,16/02/2023,32,5388,53.88
1431,23/02/2023,39,8061,80.61
1432,02/03/2023,46,5366,53.66
1433,19/01/2023,4,16382,163.82
1434,19/01/2023,4,16382,163.82
1435,19/01/2023,4,14807,148.07
1436,26/01/2023,11,12602,126.02
1437,26/01/2023,11,11657,116.57
1438,26/01/2023,11,11657,116.57
1439,26/01/2023,11,11342,113.42
1440,02/02/2023,18,17820,178.2
1441,02/02/2023,18,9651,96.51
1442,02/02/2023,18,9231,92.31
1443,02/02/2023,18,9651,96.51
1444,02/02/2023,18,9231,92.31
1445,02/02/2023,18,16539,165.39
1446,02/02/2023,18,9231,92.31
1447,09/02/2023,25,14093,140.93
1448,09/02/2023,25,8759,87.59
1449,09/02/2023,25,8759,87.59
1450,09/02/2023,25,8759,87.59
1451,09/02/2023,25,8759,87.59
1452,09/02/2023,25,12864,128.64
1453,09/02/2023,25,8759,87.59
1454,16/02/2023,32,12885,128.85
1455,16/02/2023,32,8759,87.59
1456,16/02/2023,32,8759,87.59
1457,16/02/2023,32,8759,87.59
1458,16/02/2023,32,8759,87.59
1459,16/02/2023,32,12339,123.39
1460,16/02/2023,32,8759,87.59
1461,23/02/2023,39,12675,126.75
1462,23/02/2023,39,8759,87.59
1463,23/02/2023,39,8759,87.59
1464,23/02/2023,39,9179,91.79
1465,23/02/2023,39,8759,87.59
1466,23/02/2023,39,12024,120.24
1467,23/02/2023,39,8759,87.59
1468,02/03/2023,46,12675,126.75
1469,02/03/2023,46,8759,87.59
1470,02/03/2023,46,8759,87.59
1471,02/03/2023,46,8759,87.59
1472,02/03/2023,46,8759,87.59
1473,02/03/2023,46,12339,123.39
1474,02/03/2023,46,8759,87.59
1475,19/01/2023,4,10386,103.86
1476,19/01/2023,4,10386,103.86
1477,26/01/2023,11,15510,155.1
1478,26/01/2023,11,15510,155.1
1479,02/02/2023,18,9546,95.46
1480,02/02/2023,18,9546,95.46
1481,02/02/2023,18,9546,95.46
1482,02/02/2023,18,9546,95.46
1483,19/01/2023,4,7245,72.45
1484,19/01/2023,4,7097,70.97
1485,26/01/2023,11,7888,78.88
1486,26/01/2023,11,6418,64.18
1487,02/02/2023,18,6418,64.18
1488,02/02/2023,18,6418,64.18
1489,19/01/2023,4,12202,122.02
1490,19/01/2023,4,13832,138.32
1491,19/01/2023,4,9880,98.8
1492,19/01/2023,4,13156,131.56
1493,19/01/2023,4,12307,123.07
1494,26/01/2023,11,12202,122.02
1495,26/01/2023,11,12397,123.97
1496,26/01/2023,11,9880,98.8
1497,26/01/2023,11,13327,133.27
1498,26/01/2023,11,12307,123.07
1499,26/01/2023,11,17137,171.37
1500,02/02/2023,18,9682,96.82
1501,02/02/2023,18,8911,89.11
1502,02/02/2023,18,10858,108.58
1503,02/02/2023,18,10018,100.18
1504,02/02/2023,18,8682,86.82
1505,02/02/2023,18,10622,106.22
1506,02/02/2023,18,8895,88.95
1507,09/02/2023,25,8895,88.95
1508,16/02/2023,32,8895,88.95
1509,23/02/2023,39,8895,88.95
1510,02/03/2023,46,8895,88.95
1511,19/01/2023,4,7319,73.19
1512,19/01/2023,4,7319,73.19
1513,19/01/2023,4,7319,73.19
1514,19/01/2023,4,7319,73.19
1515,19/01/2023,4,7319,73.19
1516,19/01/2023,4,7319,73.19
